ID,Richness,year
1252_551569,3,2009
1252_551570,6,2009
1252_551571,9,2009
1252_551572,20,2009
1252_551572,12,2011
1252_551572,21,2014
1252_551573,17,2009
1252_551573,19,2011
1252_551573,20,2014
1252_551574,26,2009
1252_551574,22,2011
1252_551574,34,2014
1252_551575,15,2009
1252_551576,20,2009
1252_551576,23,2011
1252_551576,26,2014
1252_551578,5,2009
1252_551579,11,2009
1252_551580,6,2009
1252_551581,11,2009
1252_551582,1,2009
1252_551583,11,2009
1252_551584,14,2009
1252_551585,13,2009
1252_551586,19,2009
1252_551587,9,2009
1252_551588,2,2009
1252_551589,8,2009
1252_551590,13,2009
1252_551591,12,2009
1252_551591,7,2011
1252_551591,14,2014
1252_551592,7,2009
1252_551593,4,2009
1252_551594,3,2009
1252_551595,23,2009
1252_551595,24,2011
1252_551595,21,2014
1252_551596,18,2009
1252_551596,12,2011
1252_551596,14,2014
1252_551597,5,2009
1252_551598,5,2009
1252_551599,6,2009
1252_551600,7,2009
1252_551601,12,2009
1252_551601,15,2011
1252_551601,20,2014
1252_551602,24,2009
1252_551602,16,2011
1252_551602,21,2014
1252_551603,3,2009
1252_551604,3,2009
1252_551605,10,2009
1252_551606,3,2009
1252_560532,21,2009
1252_560532,19,2011
1252_827622,28,2014
1253_551607,2,2009
1253_551608,4,2009
1253_551609,2,2009
1253_551610,12,2009
1253_551611,11,2009
1253_551612,7,2009
1253_551613,13,2009
1253_551614,7,2009
1253_551616,5,2009
1253_551617,11,2009
1253_551619,6,2009
1253_551620,10,2009
1253_551621,2,2009
1253_551622,7,2009
1253_551623,8,2009
1253_551624,10,2009
1253_551624,12,2012
1253_551624,6,2014
1253_551625,6,2009
1253_551626,5,2009
1253_551628,10,2009
1253_551629,4,2009
1253_551630,18,2009
1253_551631,6,2009
1253_551631,12,2012
1253_551631,13,2014
1253_551632,2,2009
1253_551633,16,2009
1253_551634,21,2009
1253_551634,21,2012
1253_551634,16,2014
1253_551635,7,2009
1253_551636,4,2009
1253_551636,16,2012
1253_551636,4,2014
1253_551637,0,2009
1253_551638,12,2009
1253_551640,9,2009
1253_551640,9,2012
1253_551640,9,2014
1253_551641,9,2009
1253_551642,2,2009
1253_551643,4,2009
1253_551644,1,2009
1253_551645,14,2009
1253_551645,19,2012
1253_551645,23,2014
1253_551646,12,2009
1253_551647,19,2009
1253_551647,19,2012
1253_551647,21,2014
1253_551648,6,2009
1253_551649,14,2009
1253_551649,21,2012
1253_551649,22,2014
1253_551650,1,2009
1253_551651,2,2009
1253_551653,14,2009
1253_551655,5,2009
1253_551656,9,2009
1253_551657,7,2009
1253_551658,7,2009
1253_551659,9,2009
1253_551660,5,2009
1253_551661,1,2009
1253_551662,3,2009
1253_551664,8,2009
1253_551666,3,2009
1253_560414,15,2009
1253_560414,14,2012
1253_560414,16,2014
1253_560415,12,2009
1253_560415,18,2012
1253_560415,15,2014
1254_498291,33,2006
1254_498291,28,2011
1254_498291,19,2014
1254_498292,30,2006
1254_498295,31,2006
1254_498296,27,2006
1254_498296,31,2011
1254_498296,20,2014
1254_498298,10,2006
1254_498299,12,2006
1254_498301,25,2006
1254_498302,24,2006
1254_498302,25,2011
1254_498302,21,2014
1254_498304,25,2006
1254_498306,27,2006
1254_498306,22,2011
1254_498306,21,2014
1254_498308,17,2006
1254_498310,17,2006
1254_498310,12,2011
1254_498310,11,2014
1254_498313,21,2006
1254_498313,18,2011
1254_498313,20,2014
1254_498315,10,2006
1254_498315,11,2011
1254_498315,11,2014
1254_498316,36,2006
1254_498318,19,2006
1254_498321,31,2006
1254_498322,30,2006
1254_498324,26,2006
1254_498326,27,2006
1254_498327,24,2006
1254_498328,13,2006
1254_498329,25,2006
1254_498330,22,2006
1254_498330,24,2011
1254_498330,21,2014
1254_518011,23,2006
1254_518012,21,2006
1254_518013,40,2006
1254_518013,38,2011
1254_518013,38,2014
1254_518014,22,2006
1254_518015,27,2006
1254_518016,19,2006
1254_518016,28,2011
1254_518016,17,2014
1254_518018,20,2006
1255_551667,7,2009
1255_551668,8,2009
1255_551669,9,2009
1255_551669,9,2012
1255_551669,8,2014
1255_551670,2,2009
1255_551670,2,2012
1255_551670,4,2014
1255_551671,10,2009
1255_551672,7,2009
1255_551673,2,2009
1255_551674,12,2009
1255_551674,6,2012
1255_551674,5,2014
1255_551675,2,2009
1255_551676,2,2009
1255_551677,4,2009
1255_551677,4,2012
1255_551677,4,2014
1255_551678,8,2009
1255_551679,3,2009
1255_551679,2,2012
1255_551679,5,2014
1255_551680,0,2009
1255_551681,4,2009
1255_551682,1,2009
1255_551682,3,2012
1255_551682,3,2014
1255_551683,2,2009
1255_551684,0,2009
1255_551685,2,2009
1255_551686,5,2009
1255_551686,1,2012
1255_551686,4,2014
1255_551687,6,2009
1255_551688,5,2009
1255_551689,0,2009
1255_551690,2,2009
1255_551691,3,2009
1255_551693,2,2009
1255_551694,1,2009
1255_551695,4,2009
1255_551697,5,2009
1255_551697,5,2012
1255_551697,4,2014
1255_551698,0,2009
1255_551699,2,2009
1255_551700,2,2009
1255_551701,1,2009
1255_551702,0,2009
1255_551703,14,2009
1255_551704,1,2009
1255_551705,3,2009
1255_559423,6,2009
1255_559423,7,2012
1255_559423,11,2014
1255_559424,10,2009
1255_559424,9,2012
1255_559424,9,2014
1256_551707,5,2009
1256_551707,5,2011
1256_551707,3,2014
1256_551708,16,2009
1256_551709,5,2009
1256_551710,9,2009
1256_551710,10,2011
1256_551710,11,2014
1256_551711,11,2009
1256_551713,18,2009
1256_551714,19,2009
1256_551715,6,2009
1256_551716,9,2009
1256_551717,17,2009
1256_551718,17,2009
1256_551719,6,2009
1256_551720,3,2009
1256_551721,3,2009
1256_551722,6,2009
1256_551723,8,2009
1256_551724,4,2009
1256_551725,6,2009
1256_551726,5,2009
1256_551726,7,2011
1256_551726,23,2014
1256_551727,1,2009
1256_551728,11,2009
1256_551729,15,2009
1256_551730,16,2009
1256_551731,18,2009
1256_551732,20,2009
1256_551733,18,2009
1256_551734,17,2009
1256_551734,11,2011
1256_551734,17,2014
1256_551735,16,2009
1256_551736,19,2009
1256_551737,2,2009
1256_551738,11,2009
1256_551738,14,2011
1256_551738,20,2014
1256_551739,15,2009
1256_551739,10,2011
1256_551739,7,2014
1256_551740,13,2009
1256_551741,12,2009
1256_551741,11,2011
1256_551741,11,2014
1256_551742,7,2009
1256_551743,15,2009
1256_551743,9,2011
1256_551743,9,2014
1256_551744,1,2009
1256_551745,17,2009
1256_551745,15,2011
1256_551745,18,2014
1256_551746,18,2009
1256_551746,16,2011
1256_551746,15,2014
1257_551747,5,2009
1257_551748,1,2009
1257_551748,3,2012
1257_551748,5,2014
1257_551749,3,2009
1257_551749,7,2012
1257_551749,5,2014
1257_551750,4,2009
1257_551750,2,2012
1257_551751,5,2009
1257_551751,4,2012
1257_551751,3,2014
1257_551752,4,2009
1257_551753,12,2009
1257_551753,12,2012
1257_551753,10,2014
1257_551754,1,2009
1257_551755,4,2009
1257_551756,16,2009
1257_551757,7,2009
1257_551758,4,2009
1257_551759,5,2009
1257_551760,7,2009
1257_551761,4,2009
1257_551762,11,2009
1257_551763,4,2009
1257_551764,10,2009
1257_551764,11,2012
1257_551764,11,2014
1257_551765,7,2009
1257_551766,2,2009
1257_551766,1,2012
1257_551766,6,2014
1257_551767,10,2009
1257_551767,9,2012
1257_551767,7,2014
1257_551768,12,2009
1257_551768,14,2012
1257_551768,10,2014
1257_551769,10,2009
1257_551770,15,2009
1257_551771,14,2009
1257_551772,6,2009
1257_551772,6,2012
1257_551772,6,2014
1257_551773,2,2009
1257_551774,9,2009
1257_551775,8,2009
1257_551776,7,2009
1257_551777,11,2009
1257_551778,10,2009
1257_551779,12,2009
1257_551780,8,2009
1257_551781,7,2009
1257_551782,14,2009
1257_551783,18,2009
1257_551784,9,2009
1257_551785,20,2009
1257_551786,3,2009
1258_559863,0,2009
1258_559864,9,2009
1258_559864,7,2012
1258_559864,9,2014
1258_559865,1,2009
1258_559866,2,2009
1258_559867,8,2009
1258_559867,5,2012
1258_559867,9,2014
1258_559868,7,2009
1258_559869,0,2009
1258_559870,0,2009
1258_559871,0,2009
1258_559872,5,2009
1258_559872,2,2012
1258_559874,1,2009
1258_559875,1,2009
1258_559876,6,2009
1258_559877,0,2009
1258_559878,10,2009
1258_559878,13,2012
1258_559878,12,2014
1258_559879,1,2009
1258_559880,15,2009
1258_559881,9,2009
1258_559882,1,2009
1258_559883,2,2009
1258_559883,2,2014
1258_559885,5,2009
1258_559886,5,2009
1258_559887,2,2009
1258_559888,8,2009
1258_559888,9,2012
1258_559888,2,2014
1258_559889,11,2009
1258_559890,6,2009
1258_559890,14,2012
1258_559890,10,2014
1258_559891,0,2009
1258_559892,2,2009
1258_559893,0,2009
1258_559895,8,2009
1258_559896,3,2009
1258_559897,5,2009
1258_559897,14,2012
1258_559897,9,2014
1258_559898,7,2009
1258_559898,7,2012
1258_559898,4,2014
1258_559899,0,2009
1258_559900,12,2009
1258_559900,22,2012
1258_559900,22,2014
1258_559901,6,2009
1258_559902,4,2009
1258_559903,4,2009
1258_559904,0,2009
1258_559905,0,2009
1259_551787,10,2009
1259_551788,13,2009
1259_551789,4,2009
1259_551790,3,2009
1259_551791,7,2009
1259_551792,0,2009
1259_551793,11,2009
1259_551793,10,2011
1259_551794,14,2009
1259_551795,8,2009
1259_551796,9,2009
1259_551797,3,2009
1259_551799,6,2009
1259_551799,5,2011
1259_551800,11,2009
1259_551802,10,2009
1259_551803,11,2009
1259_551803,9,2011
1259_551804,10,2009
1259_551804,12,2011
1259_551805,9,2009
1259_551806,17,2009
1259_551811,5,2009
1259_551812,1,2009
1259_551813,11,2009
1259_551814,8,2009
1259_551815,10,2009
1259_551816,8,2009
1259_551816,6,2011
1259_551817,10,2009
1259_551818,14,2009
1259_551819,17,2009
1259_551822,15,2009
1259_551822,11,2011
1259_551823,9,2009
1259_551824,11,2009
1259_551825,11,2009
1259_560527,15,2009
1259_560527,10,2011
1259_560529,14,2009
1259_560531,12,2009
1259_577412,11,2009
1259_577412,14,2011
1260_551827,16,2008
1260_551828,12,2008
1260_551829,11,2008
1260_551829,6,2012
1260_551829,9,2014
1260_551830,8,2008
1260_551831,17,2008
1260_551831,15,2012
1260_551831,10,2014
1260_551832,15,2008
1260_551833,13,2008
1260_551834,18,2008
1260_551834,22,2012
1260_551834,19,2014
1260_551835,19,2008
1260_551836,16,2008
1260_551836,11,2012
1260_551836,15,2014
1260_551837,5,2008
1260_551838,8,2008
1260_551839,9,2008
1260_551840,17,2008
1260_551840,16,2012
1260_551840,15,2014
1260_551841,19,2008
1260_551842,12,2008
1260_551843,12,2008
1260_551843,12,2012
1260_551843,12,2014
1260_551844,13,2008
1260_551844,16,2012
1260_551844,16,2014
1260_551845,14,2008
1260_551846,2,2008
1260_551847,5,2008
1260_551848,13,2008
1260_551849,0,2008
1260_551850,2,2008
1260_551851,9,2008
1260_551852,1,2008
1260_551853,4,2008
1260_551854,4,2008
1260_551855,15,2008
1260_551856,10,2008
1260_551857,10,2008
1260_551858,11,2008
1260_551859,11,2008
1260_551860,3,2008
1260_551861,2,2008
1260_551862,15,2008
1260_551862,14,2012
1260_551862,14,2014
1260_551863,6,2008
1260_551864,0,2008
1260_551865,7,2008
1260_551866,17,2008
1260_551866,12,2012
1260_551866,12,2014
1260_551867,14,2008
1260_551868,7,2008
1260_551869,10,2008
1260_551870,23,2008
1260_551871,7,2008
1260_551872,19,2008
1260_551873,11,2008
1260_551874,13,2008
1260_551875,6,2008
1260_551876,13,2008
1260_551877,17,2008
1260_551878,7,2008
1260_551879,16,2008
1260_551880,5,2008
1260_551881,4,2008
1260_551882,14,2008
1260_551882,8,2012
1260_551882,9,2014
1260_551883,12,2008
1260_551884,9,2008
1260_551885,4,2008
1260_551886,17,2008
1261_529661,6,2007
1261_529662,7,2007
1261_529662,6,2011
1261_529662,5,2014
1261_529663,0,2007
1261_529664,9,2007
1261_529665,10,2007
1261_529666,11,2007
1261_529667,1,2007
1261_529668,6,2007
1261_529669,7,2007
1261_529670,8,2007
1261_529671,7,2007
1261_529671,5,2011
1261_529671,3,2014
1261_529672,2,2007
1261_529673,4,2007
1261_529674,13,2007
1261_529676,3,2007
1261_529677,12,2007
1261_529678,7,2007
1261_529679,1,2007
1261_529680,11,2007
1261_529681,9,2007
1261_529682,6,2007
1261_529682,7,2011
1261_529682,4,2014
1261_529683,10,2007
1261_529683,9,2011
1261_529683,8,2014
1261_529684,6,2007
1261_529685,5,2007
1261_529685,12,2011
1261_529685,5,2014
1261_529686,7,2007
1261_529686,10,2011
1261_529686,11,2014
1261_529688,5,2007
1261_529689,13,2007
1261_529689,8,2011
1261_529689,11,2014
1261_529690,4,2007
1261_529690,4,2011
1261_529690,3,2014
1261_529691,0,2007
1261_529692,7,2007
1261_529693,11,2007
1261_529694,8,2007
1261_529695,1,2007
1261_529696,5,2007
1261_529697,8,2007
1261_529697,13,2011
1261_529697,9,2014
1261_529698,12,2007
1261_529699,3,2007
1261_529700,2,2007
1261_529700,2,2011
1261_529700,2,2014
1262_551888,3,2009
1262_551889,3,2009
1262_551890,11,2009
1262_551891,2,2009
1262_551892,10,2009
1262_551892,4,2012
1262_551892,6,2014
1262_551893,8,2009
1262_551893,12,2012
1262_551893,9,2014
1262_551894,8,2009
1262_551895,4,2009
1262_551896,7,2009
1262_551897,9,2009
1262_551897,3,2012
1262_551897,3,2014
1262_551898,9,2009
1262_551900,5,2009
1262_551900,3,2014
1262_551904,5,2009
1262_563206,10,2009
1262_563206,8,2012
1262_563206,10,2014
1262_563207,17,2009
1262_563207,11,2012
1262_563207,15,2014
1262_563208,12,2009
1262_563208,9,2012
1262_563208,12,2014
1262_563209,12,2009
1262_563209,1,2012
1262_563209,5,2014
1262_563210,13,2009
1262_563211,11,2009
1262_563211,13,2012
1262_563211,14,2014
1262_563212,5,2009
1262_563212,11,2012
1262_563212,12,2014
1263_576685,5,2009
1263_576686,2,2009
1263_576689,20,2009
1263_576689,14,2013
1263_576690,2,2009
1263_576692,18,2013
1263_576697,2,2009
1263_576699,2,2009
1263_576705,3,2009
1263_576707,7,2009
1263_576712,16,2009
1263_576717,3,2009
1263_576718,2,2009
1263_576722,14,2009
1263_576723,3,2009
1263_576724,5,2009
1263_576728,8,2009
1263_576729,3,2009
1263_576730,6,2009
1263_576730,6,2013
1263_576732,4,2009
1263_757466,11,2013
1263_757467,11,2013
1263_757468,13,2013
1263_757469,9,2013
1263_759355,6,2013
1264_550376,7,2008
1264_550378,3,2008
1264_550505,6,2008
1264_550537,2,2008
1264_550543,3,2008
1264_550544,5,2008
1264_550545,6,2008
1264_550546,6,2008
1264_550547,7,2008
1264_550548,5,2008
1264_550549,8,2008
1264_550550,12,2008
1264_550553,4,2008
1264_550555,11,2008
1264_550556,2,2008
1264_550557,17,2008
1264_550558,5,2008
1264_550559,1,2008
1264_550560,12,2008
1264_550561,25,2008
1264_550562,15,2008
1264_550563,7,2008
1264_550564,9,2008
1264_550565,18,2008
1264_550566,14,2008
1264_550567,7,2008
1264_550568,4,2008
1264_550569,12,2008
1264_550570,6,2008
1264_550571,10,2008
1264_550572,7,2008
1264_550573,5,2008
1264_550574,11,2008
1264_550575,5,2008
1264_550576,10,2008
1264_550577,5,2008
1264_550578,2,2008
1264_550579,6,2008
1264_550580,2,2008
1264_550581,3,2008
1264_551910,14,2012
1264_551910,21,2014
1264_551916,1,2012
1264_551916,9,2014
1264_551918,9,2012
1264_551918,11,2014
1264_551920,8,2012
1264_551920,13,2014
1264_551927,8,2012
1264_551927,14,2014
1264_551934,13,2012
1264_551934,16,2014
1264_551935,13,2012
1264_551935,14,2014
1264_551939,3,2012
1264_551939,8,2014
1264_551943,4,2012
1264_551943,9,2014
1264_551945,10,2012
1264_551945,11,2014
1265_551947,5,2009
1265_551948,3,2009
1265_551949,12,2009
1265_551950,0,2009
1265_551951,6,2009
1265_551952,6,2009
1265_551953,4,2009
1265_551953,3,2012
1265_551953,2,2014
1265_551954,4,2009
1265_551954,7,2012
1265_551954,8,2014
1265_551955,8,2009
1265_551956,1,2009
1265_551957,4,2009
1265_551957,4,2012
1265_551957,14,2014
1265_551958,7,2009
1265_551959,2,2009
1265_551960,6,2009
1265_551961,2,2009
1265_551962,2,2009
1265_551963,4,2009
1265_551964,4,2009
1265_551964,4,2012
1265_551964,5,2014
1265_551965,0,2009
1265_551966,5,2009
1265_551967,1,2009
1265_551967,4,2012
1265_551967,5,2014
1265_551968,2,2009
1265_551968,2,2012
1265_551968,6,2014
1265_551969,3,2009
1265_551970,4,2009
1265_551971,0,2009
1265_551971,3,2012
1265_551971,5,2014
1265_551972,1,2009
1265_551973,2,2009
1265_551974,2,2009
1265_551975,1,2009
1265_551976,3,2009
1265_551977,1,2009
1265_551978,4,2009
1265_551979,3,2009
1265_551980,2,2009
1265_551981,1,2009
1265_551981,0,2012
1265_551981,0,2014
1265_551982,4,2009
1265_551983,7,2009
1265_551984,8,2009
1265_551985,7,2009
1265_551985,9,2012
1265_551985,14,2014
1265_551986,5,2009
1265_551986,2,2012
1265_551986,2,2014
1266_559907,6,2009
1266_559911,15,2009
1266_559912,19,2011
1266_559912,17,2014
1266_559913,13,2009
1266_559913,16,2011
1266_559913,15,2014
1266_559914,12,2009
1266_559915,17,2009
1266_559916,13,2009
1266_559916,15,2011
1266_559916,14,2014
1266_559927,4,2009
1266_559928,10,2009
1266_559929,14,2009
1266_559929,13,2011
1266_559929,10,2014
1266_559930,2,2009
1266_559931,9,2009
1266_559931,11,2011
1266_559931,12,2014
1266_559933,16,2009
1266_559933,16,2011
1266_559933,15,2014
1266_559934,9,2009
1266_559935,15,2009
1266_559936,18,2009
1266_559937,10,2009
1266_559938,23,2009
1266_559939,9,2009
1266_559940,9,2009
1266_559942,15,2009
1266_559942,15,2011
1266_559942,15,2014
1266_559943,20,2009
1266_559944,9,2009
1266_559947,16,2009
1266_559948,8,2009
1266_559949,14,2009
1266_559949,13,2011
1266_559949,15,2014
1266_559950,8,2009
1266_559951,9,2009
1266_559951,11,2011
1266_559951,9,2014
1266_559952,11,2009
1266_559952,7,2011
1266_559952,7,2014
1266_559953,11,2009
1266_559954,22,2009
1266_559956,5,2009
1266_559958,9,2009
1266_559959,10,2009
1267_551987,3,2009
1267_551987,2,2012
1267_551987,3,2014
1267_551988,15,2009
1267_551989,9,2009
1267_551998,1,2009
1267_551999,3,2009
1267_552000,4,2009
1267_552003,8,2009
1267_552007,14,2009
1267_552008,9,2009
1267_552009,16,2009
1267_552009,8,2012
1267_552009,4,2014
1267_552011,3,2009
1267_552012,12,2009
1267_552014,4,2009
1267_552014,5,2012
1267_552014,4,2014
1267_552015,14,2009
1267_552017,1,2009
1267_552018,14,2009
1267_552018,6,2012
1267_552018,6,2014
1267_552020,2,2009
1267_552021,5,2009
1267_552022,1,2009
1267_552023,0,2009
1267_552024,0,2009
1267_552026,1,2009
1267_559394,4,2009
1267_559394,4,2012
1267_559394,4,2014
1267_559395,9,2009
1267_559396,11,2009
1267_559397,21,2009
1267_559397,9,2012
1267_559397,14,2014
1267_559398,17,2009
1267_559400,14,2009
1267_559400,10,2012
1267_559400,9,2014
1267_559401,18,2009
1267_559402,14,2009
1267_559403,7,2009
1267_559403,5,2012
1267_559404,14,2009
1267_559404,12,2012
1267_559404,9,2014
1267_559405,11,2009
1267_559406,14,2009
1267_559406,7,2012
1267_559406,6,2014
1267_559407,5,2009
1267_559408,10,2009
1267_559409,11,2009
1267_559411,5,2009
1267_559412,8,2009
1267_559413,8,2009
1268_552028,14,2012
1268_552028,10,2014
1268_552029,3,2009
1268_552030,5,2009
1268_552031,5,2009
1268_552032,5,2009
1268_552032,9,2012
1268_552032,4,2014
1268_552033,6,2009
1268_552034,2,2009
1268_552035,9,2009
1268_552036,5,2009
1268_552037,6,2009
1268_552038,3,2009
1268_552041,1,2009
1268_552041,12,2012
1268_552041,20,2014
1268_552042,3,2009
1268_552043,3,2009
1268_552044,5,2009
1268_552045,4,2009
1268_552046,1,2009
1268_552047,1,2009
1268_552048,11,2009
1268_552049,8,2009
1268_552050,6,2009
1268_552050,11,2012
1268_552050,15,2014
1268_552051,5,2009
1268_552051,6,2012
1268_552051,9,2014
1268_552052,4,2009
1268_552053,1,2009
1268_552054,2,2009
1268_552055,7,2009
1268_552056,5,2009
1268_552057,1,2009
1268_552058,0,2009
1268_552059,7,2009
1268_552060,5,2009
1268_552060,5,2012
1268_552060,6,2014
1268_552061,5,2009
1268_552062,5,2009
1268_552062,7,2012
1268_552062,11,2014
1268_552063,4,2009
1268_552063,7,2012
1268_552063,8,2014
1268_552064,4,2009
1268_552065,6,2009
1268_552065,9,2012
1268_552065,8,2014
1268_552066,4,2009
1268_559451,5,2009
1268_559452,10,2009
1268_559452,16,2012
1268_559452,11,2014
1268_559453,3,2009
1269_552067,0,2009
1269_552068,2,2009
1269_552069,10,2009
1269_552070,9,2009
1269_552070,5,2012
1269_552071,8,2009
1269_552071,1,2012
1269_552072,2,2009
1269_552073,2,2009
1269_552074,1,2009
1269_552075,11,2009
1269_552076,1,2009
1269_552077,1,2009
1269_552078,3,2009
1269_552079,5,2009
1269_552080,5,2009
1269_552081,2,2009
1269_552082,7,2009
1269_552084,1,2009
1269_552085,2,2009
1269_552086,2,2009
1269_552087,5,2009
1269_552088,8,2009
1269_552089,7,2009
1269_552090,6,2009
1269_552090,6,2012
1269_552092,9,2009
1269_552093,9,2009
1269_552093,16,2012
1269_552094,9,2009
1269_552094,6,2012
1269_552095,14,2009
1269_552095,11,2012
1269_552096,2,2009
1269_552097,8,2009
1269_552098,1,2009
1269_552099,3,2009
1269_552100,7,2009
1269_552100,6,2012
1269_552101,3,2009
1269_552102,2,2009
1269_552103,6,2009
1269_552104,2,2009
1269_552105,2,2009
1269_552106,6,2009
1269_552106,12,2012
1269_560628,8,2009
1269_560628,11,2012
1269_560628,9,2014
1269_560629,8,2009
1269_560629,7,2012
1269_560629,8,2014
1269_827649,6,2014
1269_827650,8,2014
1269_827652,5,2014
1269_827653,11,2014
1269_827654,8,2014
1269_827655,6,2014
1269_827656,10,2014
1270_552107,14,2009
1270_552108,12,2009
1270_552109,13,2009
1270_552109,10,2011
1270_552109,17,2014
1270_552110,10,2009
1270_552111,14,2009
1270_552112,12,2009
1270_552113,12,2009
1270_552114,5,2009
1270_552114,11,2011
1270_552114,8,2014
1270_552115,9,2009
1270_552116,6,2009
1270_552117,5,2009
1270_552118,16,2009
1270_552119,8,2009
1270_552120,4,2009
1270_552121,2,2009
1270_552122,9,2009
1270_552123,7,2009
1270_552124,10,2009
1270_552125,16,2009
1270_552126,15,2009
1270_552127,3,2009
1270_552128,10,2009
1270_552129,16,2009
1270_552129,14,2011
1270_552129,14,2014
1270_552130,17,2009
1270_552131,5,2009
1270_552132,3,2009
1270_552133,0,2009
1270_552134,11,2009
1270_552134,12,2011
1270_552134,12,2014
1270_552135,8,2009
1270_552136,3,2009
1270_552137,15,2009
1270_552138,1,2009
1270_552139,10,2009
1270_552139,10,2011
1270_552139,19,2014
1270_552140,19,2009
1270_552140,18,2011
1270_552140,20,2014
1270_552141,5,2009
1270_552142,8,2009
1270_552142,8,2011
1270_552142,8,2014
1270_552143,13,2009
1270_552143,10,2011
1270_552143,20,2014
1270_552144,18,2009
1270_552144,13,2011
1270_552144,15,2014
1270_552145,7,2009
1270_552146,14,2009
1270_552146,8,2011
1270_552146,19,2014
1271_552147,18,2008
1271_552148,3,2008
1271_552149,9,2008
1271_552150,5,2008
1271_552151,13,2008
1271_552152,9,2008
1271_552153,6,2008
1271_552154,5,2008
1271_552155,8,2008
1271_552156,4,2008
1271_552157,8,2008
1271_552157,6,2012
1271_552157,13,2014
1271_552158,3,2008
1271_552159,5,2008
1271_552160,8,2008
1271_552161,11,2008
1271_552162,9,2008
1271_552163,3,2008
1271_552164,10,2008
1271_552165,9,2008
1271_552166,4,2008
1271_552167,12,2008
1271_552167,6,2012
1271_552167,8,2014
1271_552168,9,2008
1271_552168,4,2012
1271_552168,11,2014
1271_552169,7,2008
1271_552170,11,2008
1271_552170,5,2012
1271_552170,11,2014
1271_552171,11,2008
1271_552171,16,2012
1271_552171,21,2014
1271_552172,5,2008
1271_552173,19,2008
1271_552173,6,2012
1271_552173,9,2014
1271_552174,14,2008
1271_552174,10,2012
1271_552174,12,2014
1271_552175,9,2008
1271_552176,18,2008
1271_552176,6,2012
1271_552176,6,2014
1271_552177,5,2008
1271_552178,23,2008
1271_552178,4,2012
1271_552178,10,2014
1271_552179,7,2008
1271_552180,9,2008
1271_552181,10,2008
1271_552181,3,2012
1271_552181,6,2014
1271_552182,10,2008
1271_552183,2,2008
1271_552184,2,2008
1271_552185,22,2008
1271_552186,8,2008
1272_552187,11,2009
1272_552188,5,2009
1272_552193,6,2009
1272_552193,2,2012
1272_552193,1,2014
1272_552194,0,2009
1272_552195,3,2009
1272_552197,2,2009
1272_552199,7,2009
1272_552200,2,2009
1272_552201,11,2009
1272_552202,8,2009
1272_552202,9,2012
1272_552203,5,2009
1272_552204,11,2009
1272_552205,3,2009
1272_552206,9,2009
1272_552206,10,2012
1272_552206,8,2014
1272_552207,9,2009
1272_552207,9,2012
1272_552207,8,2014
1272_552209,5,2009
1272_552210,1,2009
1272_552211,0,2009
1272_552212,4,2009
1272_552213,0,2009
1272_552214,3,2009
1272_552216,1,2009
1272_552217,2,2009
1272_552218,9,2009
1272_552219,5,2009
1272_552221,11,2009
1272_552221,8,2012
1272_552221,1,2014
1272_552222,1,2009
1272_552223,10,2009
1272_552223,10,2012
1272_552223,16,2014
1272_552224,8,2009
1272_552225,1,2009
1272_552226,1,2009
1272_559431,4,2009
1272_559433,11,2009
1272_559433,7,2012
1272_559433,11,2014
1272_559435,12,2009
1272_559435,11,2012
1272_559435,10,2014
1272_559436,12,2009
1272_559437,3,2009
1272_559437,1,2012
1272_559437,1,2014
1272_559438,4,2009
1272_559439,4,2009
1272_559440,6,2009
1272_559441,14,2009
1272_559441,12,2012
1272_559441,15,2014
1273_552227,3,2008
1273_552228,10,2008
1273_552229,1,2008
1273_552230,5,2008
1273_552231,8,2008
1273_552232,6,2008
1273_552233,7,2008
1273_552234,3,2008
1273_552235,11,2008
1273_552235,8,2011
1273_552235,12,2014
1273_552236,14,2008
1273_552237,3,2008
1273_552238,4,2008
1273_552239,0,2008
1273_552240,9,2008
1273_552241,5,2008
1273_552242,4,2008
1273_552243,1,2008
1273_552243,3,2011
1273_552243,5,2014
1273_552244,8,2008
1273_552244,9,2011
1273_552244,10,2014
1273_552245,7,2008
1273_552246,8,2008
1273_552246,9,2011
1273_552246,10,2014
1273_552247,7,2008
1273_552248,10,2008
1273_552248,8,2011
1273_552248,11,2014
1273_552249,2,2008
1273_552250,13,2008
1273_552251,3,2008
1273_552252,7,2008
1273_552252,2,2011
1273_552252,7,2014
1273_552253,4,2008
1273_552254,0,2008
1273_552255,1,2008
1273_552255,3,2011
1273_552255,5,2014
1273_552256,9,2008
1273_552256,14,2011
1273_552256,4,2014
1273_552257,4,2008
1273_552258,3,2008
1273_552259,4,2008
1273_552260,9,2008
1273_552261,4,2008
1273_552262,3,2008
1273_552263,3,2008
1273_552264,7,2008
1273_552265,11,2008
1273_552265,14,2011
1273_552265,9,2014
1273_552266,9,2008
1273_552266,9,2011
1273_552266,8,2014
1274_552267,6,2009
1274_552267,7,2011
1274_552267,8,2014
1274_552268,11,2009
1274_552268,11,2011
1274_552268,14,2014
1274_552269,7,2009
1274_552269,5,2011
1274_552269,5,2014
1274_552270,3,2009
1274_552271,3,2009
1274_552272,3,2009
1274_552273,8,2009
1274_552273,10,2011
1274_552273,9,2014
1274_552274,5,2009
1274_552275,0,2009
1274_552276,6,2009
